movie_title,film_director,industry,available_langs,run_time_min,imdb_user_rating,worldwide_release,platform_post_date,days_to_piracy,avg_views_per_download,avg_downloads_per_day,downloads,total_views
Whitney Houston: I Wanna Dance with Somebody,Kasi Lemmons,Hollywood / English,English,144,6.9,2022-12-23,2022-12-26,3,17.217532467532468,102.66666666666667,308,5303
Empire of Light,Sam Mendes,Hollywood / English,English,115,6.7,2022-12-09,2022-12-12,3,17.64623955431755,119.66666666666667,359,6335
Prizefighter: The Life of Jem Belcher,Daniel Graham,Hollywood / English,"English,Hindi",107,5.5,2022-07-22,2022-07-23,1,6.061516452074392,3495.0,3495,21185
Thunivu,H. Vinoth,Tollywood,Hindi,146,6.7,2023-01-11,2023-01-14,3,2.8767057696911658,12531.0,37593,108144
Kotigobba 3,Shiva Karthik,Tollywood,Hindi,140,5.7,2021-10-14,2023-02-08,482,2.8905637001858353,40.190871369294605,19372,55996
The Woman King,Gina Prince-Bythewood,Hollywood / English,"English,Hindi",135,6.7,2022-09-16,2022-09-19,3,4.6816194639802315,3507.3333333333335,10522,49260
Signs of Love,Clarence Fuller,Hollywood / English,English,98,6.7,2023-02-03,2023-02-07,4,9.792887029288703,119.5,478,4681
Love in Glacier National: A National Park Romance,Christie Will,Hollywood / English,English,84,6.1,2023-01-28,2023-02-07,10,10.014409221902017,34.7,347,3475
Vattam,"Kamalakannan, Kamalakannan",Tollywood,Hindi,117,4.8,2022-07-29,2023-02-07,193,4.788830138797092,15.678756476683938,3026,14491
Marshal,Jai Raaja Singh,Tollywood,Hindi,143,5.4,2019-09-13,2023-02-07,1243,4.0833454123786055,5.550281576830249,6899,28171
WWE Raw 2023-02-06,Not Assigned,Wrestling,English,100,5.8,2023-02-06,2023-02-07,1,2.63996138996139,3108.0,3108,8205
Knock at the Cabin,M. Night Shyamalan,Hollywood / English,English,100,6.4,2023-02-03,2023-02-06,3,8.010704225352113,591.6666666666666,1775,14219
80 for Brady,Kyle Marvin,Hollywood / English,English,98,5.9,2023-02-03,2023-02-06,3,14.922155688622755,55.666666666666664,167,2492
Marlowe,Neil Jordan,Hollywood / English,English,110,6.1,2023-02-15,2023-02-15,0,10.763250883392226,283.0,283,3046
Carnifex,Sean Lahiff,Hollywood / English,English,93,4.7,2022-12-01,2023-02-16,77,8.002752924982794,18.87012987012987,1453,11628
Vaathi,Venky Atluri,Tollywood,Hindi,139,8.1,2023-02-17,2023-02-20,3,3.1501288659793816,517.3333333333334,1552,4889
Shehzada,Rohit Dhawan,Bollywood / Indian,Hindi,142,9.0,2023-02-17,2023-02-18,1,2.766249807009418,12954.0,12954,35834
The Girl Who Escaped: The Kara Robinson Story,Simone Stock,Hollywood / English,English,88,6.6,2023-02-11,2023-02-15,4,9.778947368421052,190.0,760,7432
Who Invited Charlie?,Xavier Manrique,Hollywood / English,English,101,8.8,2023-02-03,2023-02-13,10,22.373333333333335,7.5,75,1678
Your Place or Mine,Aline Brosh McKenna,Hollywood / English,"English,Hindi",109,5.7,2023-02-10,2023-02-13,3,5.398230088495575,904.0,2712,14640
Baby Ruby,Bess Wohl,Hollywood / English,English,93,5.0,2023-02-03,2023-02-10,7,14.628617363344052,88.85714285714286,622,9099
Left Behind: Rise of the Antichrist,Kevin Sorbo,Hollywood / English,English,120,4.3,2023-01-22,2023-02-06,15,15.104477611940299,31.266666666666666,469,7084
Sweeter Than Chocolate,Not Assigned,Hollywood / English,English,84,7.0,2023-02-04,2023-02-06,2,12.72121212121212,165.0,330,4198
Black Site,Sophia Banks-Coloma,Hollywood / English,"English,Hindi",93,4.3,2022-05-03,2022-05-12,9,4.428825227626027,1000.6666666666666,9006,39886
NXT Vengeance Day,Not Assigned,Wrestling,English,100,6.8,2023-02-04,2023-02-06,2,4.645610278372591,467.0,934,4339
Fursat,Vishal Bhardwaj,Bollywood / Indian,Hindi,100,5.4,2023-02-03,2023-02-06,3,5.080801551389786,1547.0,4641,23580
Je Tere Naal Pyar Na Hunda,Manjinder Mani,Punjabi,Punjabi,128,9.6,2022-12-16,2023-02-06,52,5.6037105751391465,51.82692307692308,2695,15102
Faraaz,Hansal Mehta,Bollywood / Indian,"Hindi,English",110,3.1,2023-02-03,2023-02-06,3,4.6730427923486495,1690.3333333333333,5071,23697
True Spirit,Sarah Spillane,Hollywood / English,"English,Hindi",109,6.9,2023-02-03,2023-02-04,1,4.9823732509540255,5503.0,5503,27418
Infiesto,Patxi Amezcua,Hollywood / English,"English,Hindi",96,5.7,2023-02-03,2023-02-04,1,4.665612648221344,3795.0,3795,17706
Vikingulven (Viking Wolf),Stig Svendsen,Hollywood / English,English,97,5.6,2022-11-18,2023-02-04,78,7.415347137637028,42.1025641025641,3284,24352
"Alice, Darling",Mary Nighy,Hollywood / English,English,89,5.9,2023-01-20,2023-02-04,15,11.990654205607477,42.8,642,7698
Hoax: The Kidnapping of Sherri Papini,Marta Borowski,Hollywood / English,English,100,6.1,2023-01-28,2023-02-04,7,12.373154362416107,106.42857142857143,745,9218
Almost Pyaar with DJ Mohabbat,Anurag Kashyap,Bollywood / Indian,"English,Urdu,Hindi",100,6.5,2023-02-03,2023-02-04,1,7.724288840262582,1371.0,1371,10590
Michael,Ranjit Jeyakodi,Tollywood,Hindi,123,7.6,2023-02-03,2023-02-04,1,4.21775132617415,7729.0,7729,32599
Sembi,Prabu Solomon,Tollywood,Hindi,140,8.1,2022-12-30,2023-02-04,36,7.841260404280618,46.72222222222222,1682,13189
Veyil,Sarath Menon,Tollywood,Hindi,157,6.2,2022-02-25,2023-02-04,344,6.473863636363636,5.116279069767442,1760,11394
Varisu,Vamsi Paidipally,Tollywood,Hindi,169,7.2,2023-01-11,2023-01-14,3,2.6665919910389246,11903.333333333334,35710,95224
WWE Smackdown 2023-02-03,Not Assigned,Wrestling,English,100,5.8,2023-02-03,2023-02-04,1,2.7033898305084745,2832.0,2832,7656
Plane,Jean-François Richet,Hollywood / English,English,107,6.9,2023-01-13,2023-01-14,1,5.2107868681605005,7676.0,7676,39998
Devil Beneath,Luke Sparke,Hollywood / English,English,86,4.3,2023-01-13,2023-02-03,21,8.292162494870743,116.04761904761905,2437,20208
The Dog Lover's Guide to Dating,Craig Pryce,Hollywood / English,English,82,6.2,2023-01-01,2023-02-03,33,12.59322033898305,5.363636363636363,177,2229
Vadh,"Jaspal Singh Sandhu, Rajeev Barnwal",Bollywood / Indian,Hindi,110,7.8,2022-12-09,2022-12-12,3,4.5812308103057005,2497.0,7491,34318
Korameenu,Sripathy Karri,Tollywood,Hindi,124,8.3,2022-12-31,2023-02-03,34,4.452836004932182,95.41176470588235,3244,14445
Ghoda Dhai Kadam,Sagar S. Sharma,Hollywood / English,English,100,6.4,2023-01-28,2023-02-03,6,6.813008130081301,205.0,1230,8380
TNA.Impact 2023-02-02,Not Assigned,Wrestling,English,100,5.8,2023-02-02,2023-02-03,1,5.089887640449438,178.0,178,906
Black Panther: Wakanda Forever,Ryan Coogler,Hollywood / English,"English,Hindi",161,7.2,2022-11-11,2022-11-11,0,3.1986659385239506,76908.0,76908,246003
The Nomad,Daniel Diosdado,Hollywood / English,English,84,5.8,2023-02-14,2023-02-02,-12,10.94019471488178,119.83333333333333,1438,15732
Ta'igara: An Adventure in the Himalayas (The Tiger's Nest),Brando Quilici,Hollywood / English,English,94,6.4,2022-10-13,2023-02-02,112,8.309887869520898,8.758928571428571,981,8152
Those Who Call,Anubys Lopez,Hollywood / English,"English,Spanish",79,3.6,2023-01-10,2023-02-02,23,9.496376811594203,48.0,1104,10484
Babylon,Damien Chazelle,Hollywood / English,"Spanish,Italian,French,Mandarin,Cantonese,English",189,7.6,2022-12-23,2022-12-26,3,8.537068477645727,2356.0,7068,60340
Legion of Super-Heroes,Jeff Wamester,Anime / Kids,English,83,5.8,2023-02-07,2023-02-02,-5,8.952501583280558,315.8,1579,14136
Bezos,Khoa Le,Hollywood / English,English,99,4.9,2023-01-24,2023-02-01,8,12.481118881118881,89.375,715,8924
Airborne,Brigham McNeely,Hollywood / English,English,80,4.6,2022-02-02,2023-02-01,364,11.808373590982287,1.706043956043956,621,7333
Candy Land,John Swab,Hollywood / English,English,93,5.3,2023-01-06,2023-02-01,26,5.8377106045589695,155.23076923076923,4036,23561
The Hit,Reggie Currelley,Hollywood / English,English,103,4.2,2022-12-09,2023-02-01,54,17.46153846153846,3.3703703703703702,182,3178
The Plot to Kill My Mother,Simone Stock,Hollywood / English,English,100,5.4,2023-01-22,2023-02-01,10,16.140495867768596,36.3,363,5859
Marlowe,Neil Jordan,Hollywood / English,English,110,6.1,2023-02-15,2023-02-15,0,10.76678445229682,283.0,283,3047
Carnifex,Sean Lahiff,Hollywood / English,English,93,4.7,2022-12-01,2023-02-16,77,8.003441156228492,18.87012987012987,1453,11629
Vaathi,Venky Atluri,Tollywood,Hindi,139,8.1,2023-02-17,2023-02-20,3,3.147077713551702,519.0,1557,4900
Shehzada,Rohit Dhawan,Bollywood / Indian,Hindi,142,9.0,2023-02-17,2023-02-18,1,2.7663270032422416,12954.0,12954,35835
The Girl Who Escaped: The Kara Robinson Story,Simone Stock,Hollywood / English,English,88,6.6,2023-02-11,2023-02-15,4,9.780263157894737,190.0,760,7433
Who Invited Charlie?,Xavier Manrique,Hollywood / English,English,101,8.8,2023-02-03,2023-02-13,10,22.386666666666667,7.5,75,1679
Your Place or Mine,Aline Brosh McKenna,Hollywood / English,"English,Hindi",109,5.7,2023-02-10,2023-02-13,3,5.398598820058997,904.0,2712,14641
Baby Ruby,Bess Wohl,Hollywood / English,English,93,5.0,2023-02-03,2023-02-10,7,14.630225080385852,88.85714285714286,622,9100
When You Finish Saving the World,Jesse Eisenberg,Hollywood / English,English,88,5.9,2022-01-20,2023-01-31,376,12.01605504587156,1.1595744680851063,436,5239
Natale a tutti i costi (The Price Of Family),Giovanni Bognetti,Hollywood / English,English,90,5.8,2022-12-19,2023-01-31,43,16.065,4.651162790697675,200,3213
Blueback,Robert Connolly,Hollywood / English,English,102,6.0,2023-01-01,2023-01-12,11,13.391590013140604,138.36363636363637,1522,20382
Heatwave,Ernie Barbarash,Hollywood / English,"English,Hindi",100,5.0,2022-01-17,2022-01-24,7,5.734545806326787,1476.7142857142858,10337,59278
Bleach,Michael Edmonds,Hollywood / English,English,88,4.3,2022-12-15,2023-01-31,47,13.182022471910113,9.46808510638298,445,5866
Winnie the Pooh: Blood and Honey,Rhys Frake-Waterfield,Hollywood / English,English,84,4.4,2023-01-26,2023-01-31,5,8.330827067669173,186.2,931,7756
Pattathu Arasan,A. Sarkunam,Tollywood,Hindi,136,3.9,2022-11-25,2023-01-31,67,4.238343558282208,48.656716417910445,3260,13817
Maha,U.R.Jameel,Tollywood,Hindi,171,2.9,2022-07-22,2023-01-31,193,3.7990406463014392,41.04663212435233,7922,30096
Malchik-delfin,"Andrey Goglev, Mohammad Kheyrandish",Anime / Kids,English,90,6.0,2022-04-07,2023-01-31,299,7.209763170613823,6.919732441471572,2069,14917
Spirit Untamed,"Elaine Bogan, Ennio Torresan",Anime / Kids,"English,Hindi",88,5.5,2021-06-04,2021-06-25,21,4.580392555679854,468.23809523809524,9833,45039
WWE Raw 2023-01-30,Not Assigned,Wrestling,English,100,5.8,2023-01-30,2023-01-31,1,2.729874213836478,3180.0,3180,8681
Shotgun Wedding,Jason Moore,Hollywood / English,English,100,5.6,2023-01-27,2023-01-10,-17,7.350071736011477,246.0,4182,30738
You People,Kenya Barris,Hollywood / English,"English,Hindi",117,5.6,2023-01-27,2023-01-30,3,4.717479674796748,656.0,1968,9284
Fear,Deon Taylor,Hollywood / English,English,98,3.5,2023-01-27,2023-01-30,3,11.895377128953772,137.0,411,4889
Rupan sansei vs Kyattsu ai (Lupin The 3rd vs. Cat's Eye),"Hiroyuki Seshita, Kôbun Shizuno, Keisuke Ide",Anime / Kids,"English,Hindi",92,6.8,2023-01-27,2023-01-30,3,5.7026315789473685,380.0,1140,6501
Shooter,Vishram Sawant,Bollywood / Indian,"Hindi,English",143,7.2,1970-01-01,2023-01-30,19387,3.0858467690475178,1.2125135400010316,23507,72539
Saturday Night,Roshan Andrews,Tollywood,Hindi,133,2.9,2022-11-04,2023-01-30,87,6.7007563301545545,34.95402298850575,3041,20377
WWE Smackdown 2023-01-27,Not Assigned,Wrestling,English,100,5.8,2023-01-27,2023-01-30,3,3.5749827228749136,482.3333333333333,1447,5173
Teen Wolf: The Movie,Russell Mulcahy,Hollywood / English,English,100,6.5,2023-01-26,2023-01-27,1,5.897833362691562,5677.0,5677,33482
Imani,Mike Ho,Hollywood / English,English,117,4.1,2023-01-06,2023-01-27,21,8.891545687446627,111.52380952380952,2342,20824
Night Train,Shane Stanley,Hollywood / English,English,95,3.8,2023-01-17,2023-01-27,10,7.270132805877367,353.9,3539,25729
An Action Hero,Anirudh Iyer,Bollywood / Indian,Hindi,130,7.9,2022-12-02,2022-12-03,1,3.4741836211318176,35094.0,35094,121923
Gandhi Godse Ek Yudh,Rajkumar Santoshi,Bollywood / Indian,Hindi,130,5.1,2023-01-26,2023-01-27,1,6.31002331002331,2574.0,2574,16242
TNA.Impact 2023-01-26,Not Assigned,Wrestling,English,100,5.8,2023-01-26,2023-01-27,1,4.930648769574944,447.0,447,2204
The Wedding Veil Journey,Ron Oliver,Hollywood / English,"English,Greek,Italian",84,7.3,2023-01-21,2023-01-26,5,9.642215568862275,133.6,668,6441
Shot in the Dark,Keene McRae,Hollywood / English,English,83,4.9,2022-10-04,2023-01-26,114,13.791164658634537,4.368421052631579,498,6868
All Eyes,Todd Greenlee,Hollywood / English,English,87,5.4,2022-09-02,2023-01-26,146,13.06832298136646,7.719178082191781,1127,14728
Bodies Bodies Bodies,Halina Reijn,Hollywood / English,"English,Hindi",94,6.3,2022-08-12,2022-08-22,10,6.176904176904177,447.7,4477,27654
Pathaan,Siddharth Anand,Bollywood / Indian,Hindi,146,7.0,2023-01-25,2023-01-25,0,2.298044012801028,161862.0,161862,371966
Green Signal,Sharadsingh Thakur,Bollywood / Indian,Hindi,95,5.8,2022-12-02,2023-01-26,55,5.655477855477855,39.0,2145,12131
Whina,"James Napier Robertson, Paula Whetu Jones",Hollywood / English,"Maori,English",112,7.6,2022-06-23,2023-01-25,216,10.23542600896861,2.064814814814815,446,4565
Seriously Red,Gracie Otto,Hollywood / English,English,98,5.1,2022-03-13,2023-01-25,318,13.268163804491413,2.380503144654088,757,10044
Every Day in Kaimuki,Alika Tengan,Hollywood / English,English,81,6.0,2022-10-21,2023-01-25,96,15.21900826446281,2.5208333333333335,242,3683
Actual People,Kit Zauhar,Hollywood / English,English,84,6.2,2023-01-18,2023-01-25,7,14.387205387205388,42.42857142857143,297,4273
Kampen om Narvik (Narvik: Hitler's First Defeat),Erik Skjoldbjærg,Hollywood / English,"English,Hindi",108,6.8,2022-12-25,2023-01-24,30,3.882982456140351,380.0,11400,44266
Marlowe,Neil Jordan,Hollywood / English,English,110,6.1,2023-02-15,2023-02-15,0,10.770318021201414,283.0,283,3048
Carnifex,Sean Lahiff,Hollywood / English,English,93,4.7,2022-12-01,2023-02-16,77,7.999312242090784,18.883116883116884,1454,11631
Vaathi,Venky Atluri,Tollywood,Hindi,139,8.1,2023-02-17,2023-02-20,3,3.1482670089858793,519.3333333333334,1558,4905
Shehzada,Rohit Dhawan,Bollywood / Indian,Hindi,142,9.0,2023-02-17,2023-02-18,1,2.7662267500192947,12957.0,12957,35842
The Girl Who Escaped: The Kara Robinson Story,Simone Stock,Hollywood / English,English,88,6.6,2023-02-11,2023-02-15,4,9.781578947368422,190.0,760,7434
Who Invited Charlie?,Xavier Manrique,Hollywood / English,English,101,8.8,2023-02-03,2023-02-13,10,22.4,7.5,75,1680
Your Place or Mine,Aline Brosh McKenna,Hollywood / English,"English,Hindi",109,5.7,2023-02-10,2023-02-13,3,5.398967551622419,904.0,2712,14642
Baby Ruby,Bess Wohl,Hollywood / English,English,93,5.0,2023-02-03,2023-02-10,7,14.631832797427652,88.85714285714286,622,9101
Alkhallat+,Fahad Alammari,Hollywood / English,English,118,7.0,2023-01-19,2023-01-24,5,16.225941422594143,191.2,956,15512
Black Warrant,Tibor Takács,Hollywood / English,English,94,4.8,2023-01-05,2023-01-24,19,7.780725022104332,59.526315789473685,1131,8800
Burned by Love,Michelle Ouellet,Hollywood / English,English,90,4.4,2023-01-15,2023-01-24,9,12.45021645021645,102.66666666666667,924,11504
M3gan,Gerard Johnstone,Hollywood / English,English,102,6.6,2023-01-06,2023-01-02,-4,6.295413288152003,2065.75,8263,52019
Tarsilinha (Journey With Tarsilinha),"Celia Catunda, Kiko Mistrorigo",Anime / Kids,English,93,8.0,2022-03-17,2023-01-24,313,10.75,1.8019169329073483,564,6063
Enemy,Anand Shankar,Tollywood,"Tamil,Hindi,Telugu",159,6.2,2021-11-04,2022-03-08,124,3.0479039744705543,222.38709677419354,27576,84049
WWE Raw 2023-01-23,Not Assigned,Wrestling,English,100,5.8,1970-01-01,2023-01-24,19381,2.67318281938326,0.18740003095815488,3632,9709
Snow Angel,Gabriel Allard,Hollywood / English,English,100,7.6,2023-01-20,2023-01-23,3,13.52694610778443,167.0,501,6777
Gulu Gulu,"Rathna Kumar, Rathna Kumar",Tollywood,Hindi,148,6.0,2022-07-29,2023-01-23,178,4.519673617407071,30.98314606741573,5515,24926
Dhamaka,Trinadha Rao Nakkina,Tollywood,Hindi,103,7.3,2022-12-23,2022-12-24,1,3.0265651004992957,31244.0,31244,94562
Zindagi Shatranj Hai,Dushyant Pratap Singh,Bollywood / Indian,Hindi,100,8.6,2023-01-20,2023-01-23,3,5.150293002412961,967.0,2901,14941
Jung_E,Sang-ho Yeon,Hollywood / English,"English,Hindi",98,5.5,2023-01-20,2023-01-21,1,3.3892292808771365,18606.0,18606,63060
Transfusion,Matt Nable,Hollywood / English,English,106,5.5,2023-01-20,2023-01-21,1,10.653813914501256,1193.0,1193,12710
The Price We Pay,Ryûhei Kitamura,Hollywood / English,English,86,5.1,2023-01-10,2023-01-21,11,8.414786967418546,72.54545454545455,798,6715
Detective Knight: Independence,Edward Drake,Hollywood / English,English,91,4.6,2023-01-20,2023-01-21,1,9.78069498069498,1295.0,1295,12666
Sorry About the Demon,Emily Hagins,Hollywood / English,English,105,4.9,2022-08-29,2023-01-21,145,11.692413793103448,10.0,1450,16954
The Offering,Oliver Park,Hollywood / English,English,93,5.7,2023-01-13,2023-01-17,4,10.149818181818182,343.75,1375,13956
Chhatriwali,Tejas Prabhaa Vijay Deoskar,Bollywood / Indian,Hindi,100,5.6,2023-01-20,2023-01-21,1,3.7273152041865245,10701.0,10701,39886
Mission Majnu,Shantanu Bagchi,Bollywood / Indian,Hindi,129,8.4,2023-01-20,2023-01-21,1,3.001078932424759,35220.0,35220,105698
Akhanda,Boyapati Srinu,Tollywood,"Telugu,Tamil",167,6.8,2021-12-02,2022-02-08,68,3.406663748769012,268.79411764705884,18278,62267
WWE Smackdown 2023-01-20,Not Assigned,Wrestling,English,100,5.8,2023-01-20,2023-01-21,1,2.641991924629879,2972.0,2972,7852
There's Something Wrong with the Children,Roxanne Benjamin,Hollywood / English,English,92,5.0,2023-01-17,2023-01-20,3,11.37737556561086,368.3333333333333,1105,12572
Snow Falls,Colton Tran,Hollywood / English,English,79,3.1,2023-01-17,2023-01-20,3,8.883408071748878,297.3333333333333,892,7924
Don't Look Deeper,Not Assigned,Hollywood / English,English,8,6.2,2020-07-27,2023-01-20,907,13.525193798449612,0.5689084895259096,516,6979
Battlebox,Craig McCourry,Hollywood / English,English,77,8.0,2023-01-04,2023-01-20,16,12.152466367713005,41.8125,669,8130
The Falling World,Jaclyn Bethany,Hollywood / English,English,70,5.4,2022-10-18,2023-01-20,94,22.097560975609756,1.3085106382978724,123,2718
Pretty Little Victim (Nobody Will Believe You),Damián Romay,Hollywood / English,English,87,4.6,2021-07-17,2023-01-20,552,17.46851385390428,0.7192028985507246,397,6935
