movie_title,film_director,industry,available_langs,run_time_min,imdb_user_rating,worldwide_release,platform_post_date,days_to_piracy,avg_views_per_download,avg_downloads_per_day,downloads,total_views
Barbie: Star Light Adventure,"Andrew Tan, Michael Goguen",Anime / Kids,English,79,5.8,2016-09-13,2016-09-01,-12,3.9232434382610264,923.9166666666666,11087,43497
7 Hours to Go,Saurabh Varma,Bollywood / Indian,Hindi,115,5.7,2016-06-24,2016-07-09,15,3.7839903569569624,2433.5333333333333,36503,138127
Budhia Singh: Born to Run,Soumendra Padhi,Bollywood / Indian,Hindi,112,7.6,2016-08-05,2016-08-15,10,4.380287342483346,1245.9,12459,54574
Satanic,Jeffrey G. Hunt,Hollywood / English,English,85,3.6,2016-07-01,2016-09-28,89,4.817125382262997,55.1123595505618,4905,23628
The Windmill Massacre (The Windmill),Nick Jongerius,Hollywood / English,English,85,4.8,2016-09-24,2016-09-28,4,6.28123834390153,670.25,2681,16840
The Conjuring 2,James Wan,Hollywood / English,English,134,7.3,2016-07-01,2016-06-14,-17,2.511400004111814,8583.588235294117,145921,366466
Gibby,Phil Gorn,Hollywood / English,English,87,5.5,2016-08-02,2016-09-27,56,7.731369150779896,20.607142857142858,1154,8922
Uu Kodathara Ulikki Padathara (Simha 2),Sekhar Raja,Tollywood,"Telugu,Tamil",100,4.1,2012-07-27,2016-09-27,1523,3.689689135118498,10.666447800393959,16245,59939
Dishoom,Rohit Dhawan,Bollywood / Indian,Hindi,124,5.1,2016-07-29,2016-07-30,1,2.112790605201071,188615.0,188615,398504
Vedalam,Siva,Tollywood,Tamil,148,6.3,2015-11-10,2016-09-26,321,3.577136470682154,78.04672897196262,25053,89618
Total Frat Movie,Not Assigned,Hollywood / English,English,93,4.3,2016-09-23,2016-09-24,1,6.910397860247409,2991.0,2991,20669
Goat,Andrew Neel,Hollywood / English,English,96,5.7,2016-09-23,2016-09-24,1,6.8274,5000.0,5000,34137
Dirty 30,Andrew Bush,Hollywood / English,English,86,5.5,2016-09-23,2016-09-24,1,8.4107027724049,4653.0,4653,39135
Broken Vows,Bram Coppens,Hollywood / English,English,90,4.3,2016-10-11,2016-09-24,-17,5.259174964438122,206.76470588235293,3515,18486
End of a Gun,Keoni Waxman,Hollywood / English,English,96,3.7,2016-09-23,2016-09-24,1,4.938630806845966,4090.0,4090,20199
Laid in America,"Sam Milman, Peter Vass",Hollywood / English,English,85,4.4,2016-09-26,2016-09-24,-2,5.739153162571877,956.5,1913,10979
Swiss Army Man,"Dan Kwan, Daniel Scheinert",Hollywood / English,English,97,6.9,2016-07-01,2016-09-24,85,4.892550635084106,68.54117647058824,5826,28504
The Standoff,Ilyssa Goodman,Hollywood / English,English,90,5.5,2016-09-20,2016-09-24,4,6.990820734341253,463.0,1852,12947
The Unspoken,Sheldon Wilson,Hollywood / English,English,91,4.9,2015-10-24,2016-09-23,335,5.271315789473684,11.343283582089553,3800,20031
ChickLit,Tony Britten,Hollywood / English,English,96,4.7,1970-01-01,2016-09-23,17067,10.284185493460166,0.04927638132067733,841,8649
Capsule,Andrew Martin,Hollywood / English,English,91,6.0,2016-06-08,2016-09-23,107,5.5820321883257265,38.90654205607477,4163,23238
You Will Kill (Ouija Summoning),Marwan Mokbel,Hollywood / English,English,90,3.1,1970-01-01,2016-09-22,17066,6.47604917337855,0.27645611156685806,4718,30554
"Mother, May I Sleep with Danger?",Melanie Aitkenhead,Hollywood / English,English,86,4.0,2016-06-18,2016-09-22,96,6.233716475095785,43.5,4176,26032
The Girl Who Escaped: The Kara Robinson Story,Simone Stock,Hollywood / English,English,88,6.6,2023-02-11,2023-02-15,4,10.087581699346405,191.25,765,7717
Vaathi,Venky Atluri,Tollywood,Hindi,139,8.1,2023-02-17,2023-02-20,3,3.2833495618305744,684.6666666666666,2054,6744
Consent,Nadira Amrani,Hollywood / English,English,100,5.5,2023-02-07,2023-02-10,3,11.431216931216932,126.0,378,4321
WWE Smackdown 2023-02-10,Not Assigned,Wrestling,English,100,5.8,2023-02-10,2023-02-13,3,2.6896745230078563,594.0,1782,4793
Vacation Home Nightmare,Lindsay Hartley,Hollywood / English,English,100,5.0,2023-01-29,2023-02-16,18,12.46137339055794,25.88888888888889,466,5807
The Inspection,Elegance Bratton,Hollywood / English,English,95,7.1,2022-12-02,2023-02-17,77,12.542735042735043,6.077922077922078,468,5870
Little Dixie,John Swab,Hollywood / English,English,105,4.8,2023-01-28,2023-02-20,23,9.67979002624672,16.565217391304348,381,3688
Who Invited Charlie?,Xavier Manrique,Hollywood / English,English,101,8.8,2023-02-03,2023-02-13,10,25.773333333333333,7.5,75,1933
Mostly Ghostly 3: One Night in Doom House,Ron Oliver,Hollywood / English,"English,French,Spanish",88,4.8,2016-09-06,2016-09-22,16,7.193479039770692,174.4375,2791,20077
ISRA 88,Not Assigned,Hollywood / English,English,119,3.8,2016-08-08,2016-09-22,45,6.931161083065627,48.422222222222224,2179,15103
Bite (Blood Trap),Not Assigned,Hollywood / English,English,90,3.7,2016-09-20,2016-09-22,2,4.057882259976294,2531.0,5062,20541
A Haunting in Cawdor,Phil Wurtzel,Hollywood / English,English,100,3.8,2016-03-11,2016-09-22,195,6.251730418943533,14.076923076923077,2745,17161
A Fatal Obsession,James Camali,Hollywood / English,English,86,4.1,2015-12-20,2016-09-22,277,7.823679185232336,5.671480144404332,1571,12291
Pat & Mat In A Movie,Not Assigned,Anime / Kids,None,100,8.4,1970-01-01,2016-09-22,17066,4.5107662463627545,0.3020625805695535,5155,23253
I.T.,John Moore,Hollywood / English,English,95,5.5,2016-09-23,2016-09-21,-2,4.273125342090859,3654.0,7308,31228
The Perfect Weapon,Titus Paar,Hollywood / English,English,88,3.0,2016-09-09,2016-09-21,12,4.874015748031496,285.75,3429,16713
Beyond Valkyrie: Dawn of the 4th Reich,Claudio Fäh,Hollywood / English,"English,German",100,5.0,2016-08-12,2016-09-21,40,6.6003805899143675,52.55,2102,13874
Elephant Kingdom,"Taweelap Srivuthivong, Melanie Simka",Anime / Kids,English,93,3.1,2016-09-20,2016-09-21,1,5.208801077682981,4454.0,4454,23200
Abattoir,Darren Lynn Bousman,Hollywood / English,English,98,4.4,2016-08-31,2016-09-20,20,7.215909090909091,123.2,2464,17780
All Out Dysfunktion!,Ryan LeMasters,Hollywood / English,English,85,2.6,2016-09-17,2016-09-20,3,5.282343636723127,5057.666666666667,15173,80149
Dark Exorcism,David Spaltro,Hollywood / English,English,81,4.2,1970-01-01,2016-09-20,17064,5.842927127985303,0.19139709329582746,3266,19083
The Neighbor,Marcus Dunstan,Hollywood / English,English,87,5.8,1970-01-01,2016-09-20,17064,6.267966360856269,0.15330520393811534,2616,16397
Monster High: Welcome to Monster High,"Stephen Donnelly, Olly Reid, Jun Falkenstein",Anime / Kids,English,73,5.5,2016-08-27,2016-09-20,24,6.323024054982818,109.125,2619,16560
Chakravyuha,M. Saravanan,Tollywood,Kannada,124,6.7,2016-04-29,2016-09-20,144,3.8681361426256076,107.11805555555556,15425,59666
Thagaraaru,Ganesh Vinayak,Tollywood,Tamil,128,5.2,2013-12-06,2016-09-20,1019,3.9329322923332906,7.667320902845927,7813,30728
The Good Neighbor,Kasra Farahani,Hollywood / English,English,98,6.3,2016-09-16,2016-09-17,1,6.120551090700345,1742.0,1742,10662
Tell Me How I Die,D.J. Viola,Hollywood / English,English,107,5.0,2016-09-02,2016-09-17,15,6.132784184514003,202.33333333333334,3035,18613
ARQ,Tony Elliott,Hollywood / English,English,88,6.4,2016-09-16,2016-09-17,1,5.97628760836308,3922.0,3922,23439
31,Rob Zombie,Hollywood / English,"English,Spanish,German",102,5.1,2016-09-16,2016-09-17,1,6.268289063659297,6739.0,6739,42242
Deeper (Deeper: The Retribution of Beth),Jeffrey Andersen,Hollywood / English,English,80,4.9,2015-11-03,2016-09-15,317,5.177866972477064,27.50788643533123,8720,45151
Cardboard Boxer,Knate Lee,Hollywood / English,English,88,6.4,2016-09-16,2016-09-15,-1,9.049295774647888,1136.0,1136,10280
Knucklebones,Mitch Wilson,Hollywood / English,English,85,3.6,1970-01-01,2016-09-15,17059,4.556924516531503,0.3758719737382027,6412,29219
Broke,Heath Davis,Hollywood / English,English,105,6.2,2016-04-03,2016-09-15,165,10.423008849557522,10.272727272727273,1695,17667
Hunt for the Wilderpeople,Not Assigned,Hollywood / English,English,101,7.9,2016-03-31,2016-09-15,168,6.976895541815815,18.291666666666668,3073,21440
10 Endrathukulla,Vijay Milton,Tollywood,Tamil,144,5.2,2015-10-21,2016-09-14,329,3.472146392680366,101.32218844984803,33335,115744
Angry Birds,"Clay Kaytis, Fergal Reilly",Anime / Kids,English,97,6.3,2016-05-13,2016-05-25,12,2.417487133586932,8938.0,107256,259290
Cafe Society,Woody Allen,Hollywood / English,"English,Hebrew",96,6.6,2016-08-05,2016-09-12,38,5.459482491478153,339.6842105263158,12908,70471
Level Up,Adam Randall,Hollywood / English,English,84,4.4,2016-08-26,2016-09-12,17,7.294926913155632,136.8235294117647,2326,16968
The Other Wife,Nick Lyon,Hollywood / English,English,91,5.3,2016-03-13,2016-09-12,183,6.887738291362673,23.218579234972676,4249,29266
Love & Coffee (Cup of Love),David Jackson,Hollywood / English,English,90,5.2,1970-01-01,2016-09-12,17056,6.60906374501992,0.2354596622889306,4016,26542
Cry Now,Not Assigned,Hollywood / English,English,87,5.6,2014-07-26,2016-09-12,779,4.668639053254438,8.460847240051347,6591,30771
S/O Satyamurthy,Trivikram Srinivas,Tollywood,Telugu,162,7.0,2015-04-09,2016-07-21,469,2.519874121856311,163.28784648187633,76582,192977
Kajarya,Madhureeta Anand,Bollywood / Indian,Hindi,132,6.6,2015-12-04,2016-09-12,283,6.30349663971949,36.2791519434629,10267,64718
Ambarsariya,Mandeep Kumar,Punjabi,Punjabi,140,7.0,2016-03-25,2016-03-28,3,3.5457057333640343,7238.333333333333,21715,76995
The Girl Who Escaped: The Kara Robinson Story,Simone Stock,Hollywood / English,English,88,6.6,2023-02-11,2023-02-15,4,10.088888888888889,191.25,765,7718
Vaathi,Venky Atluri,Tollywood,Hindi,139,8.1,2023-02-17,2023-02-20,3,3.281614785992218,685.3333333333334,2056,6747
Consent,Nadira Amrani,Hollywood / English,English,100,5.5,2023-02-07,2023-02-10,3,11.433862433862434,126.0,378,4322
WWE Smackdown 2023-02-10,Not Assigned,Wrestling,English,100,5.8,2023-02-10,2023-02-13,3,2.6902356902356903,594.0,1782,4794
Vacation Home Nightmare,Lindsay Hartley,Hollywood / English,English,100,5.0,2023-01-29,2023-02-16,18,12.46351931330472,25.88888888888889,466,5808
The Inspection,Elegance Bratton,Hollywood / English,English,95,7.1,2022-12-02,2023-02-17,77,12.547008547008547,6.077922077922078,468,5872
Little Dixie,John Swab,Hollywood / English,English,105,4.8,2023-01-28,2023-02-20,23,9.69028871391076,16.565217391304348,381,3692
Who Invited Charlie?,Xavier Manrique,Hollywood / English,English,101,8.8,2023-02-03,2023-02-13,10,25.786666666666665,7.5,75,1934
Brother Nature,"Osmany Rodriguez, Matt Villines",Hollywood / English,English,97,4.8,2016-09-09,2016-09-10,1,7.668993020937188,1003.0,1003,7692
Altamira (Finding Altamira),Hugh Hudson,Hollywood / English,English,97,6.0,1970-01-01,2016-09-10,17054,9.305772230889236,0.07517297994605371,1282,11930
Happy Birthday,Casey Tebo,Hollywood / English,English,90,5.2,1970-01-01,2016-09-10,17054,10.86029911624745,0.17251084789492202,2942,31951
Ithaca,Meg Ryan,Hollywood / English,English,96,5.5,2016-09-09,2016-09-10,1,14.94060211554109,1229.0,1229,18362
Other People,Chris Kelly,Hollywood / English,English,97,6.8,2016-09-09,2016-09-10,1,13.532558139534883,860.0,860,11638
Transpecos,Greg Kwedar,Hollywood / English,"English,Spanish",86,5.8,2016-09-09,2016-09-10,1,6.28783000643915,1553.0,1553,9765
Bollywood Diaries,K.D. Satyam,Bollywood / Indian,Hindi,123,6.0,2016-02-26,2016-09-10,197,6.684172233613334,76.74619289340102,15119,101058
Interrogation,Stephen Reynolds,Hollywood / English,English,93,4.9,2016-09-20,2016-09-09,-11,3.6267164378082923,681.9090909090909,7501,27204
Maryland (Disorder),Alice Winocour,Hollywood / English,French,98,6.2,2015-09-30,2016-09-09,345,6.135761589403973,7.878260869565217,2718,16677
The Meddler,Lorene Scafaria,Hollywood / English,English,100,6.3,2016-05-20,2016-09-08,111,6.303127506014435,11.234234234234235,1247,7860
The Fits,Anna Rose Holmer,Hollywood / English,English,72,6.7,2015-09-04,2016-09-08,370,9.836032388663968,2.67027027027027,988,9718
Rampage: President Down,Uwe Boll,Hollywood / English,English,99,4.7,2016-09-13,2016-09-08,-5,5.176410431225499,1173.4,5867,30370
Compadres,Enrique Begne,Hollywood / English,English,101,4.7,2016-03-31,2016-09-08,161,5.645045045045045,6.894409937888199,1110,6266
Center Stage: On Pointe,Director X.,Hollywood / English,English,92,5.9,2016-06-25,2016-09-08,75,11.13835548990645,27.08,2031,22622
Being Charlie,Rob Reiner,Hollywood / English,"English,Hebrew",97,6.2,2016-05-06,2016-09-08,125,6.629498941425547,11.336,1417,9394
Criminal,Ariel Vromen,Hollywood / English,"English,Russian,French",113,6.3,2016-04-15,2016-04-22,7,3.3130432728647015,6048.0,42336,140261
London Has Fallen,Babak Najafi,Hollywood / English,"English,Italian,French,Japanese",99,5.9,2016-03-04,2016-03-09,5,2.2180851063829787,20040.8,100204,222261
Chauranga,Bikas Ranjan Mishra,Bollywood / Indian,Hindi,88,6.6,2016-01-08,2016-01-16,8,3.8545510772085354,1212.625,9701,37393
Friend Request,Simon Verhoeven,Hollywood / English,English,92,5.2,2016-01-07,2016-09-07,244,4.269844603107938,39.032786885245905,9524,40666
Lethal Seduction,Nancy Leopardi,Hollywood / English,English,80,5.1,2015-07-11,2016-09-07,424,3.7489689797382106,26.306603773584907,11154,41816
Unsullied,Simeon Rice,Hollywood / English,English,93,4.3,2015-08-28,2016-09-07,376,4.996574652427967,13.199468085106384,4963,24798
Free State of Jones,Gary Ross,Hollywood / English,English,139,6.9,2016-06-24,2016-07-20,26,5.903918722786647,132.5,3445,20339
Our Kind of Traitor,Susanna White,Hollywood / English,"English,Russian,French",108,6.2,2016-05-13,2016-08-30,109,5.532603285216526,18.431192660550458,2009,11115
Great Grand Masti,Indra Kumar,Bollywood / Indian,Hindi,134,3.7,2016-07-15,2016-07-05,-10,2.201403804848113,18250.4,182504,401765
Ek Thi Marium,Sarmad Sultan Khoosat,Pakistani,Urdu,80,8.3,2016-09-06,2016-09-07,1,71.1210240496509,1289.0,1289,91675
Florence Foster Jenkins,Stephen Frears,Hollywood / English,English,111,6.8,2016-05-06,2016-09-06,123,7.828571428571428,5.975609756097561,735,5754
Looking: The Movie,Andrew Haigh,Hollywood / English,English,85,7.5,2016-07-23,2016-09-06,45,9.730600292825768,30.355555555555554,1366,13292
Ellen,Mahalia Belo,Hollywood / English,English,72,6.5,2016-09-01,2016-09-06,5,9.313650306748466,260.8,1304,12145
"The Swan Princess: Princess Tomorrow, Pirate Today!",Richard Rich,Anime / Kids,English,81,3.2,2016-09-06,2016-09-06,0,5.082889733840304,6575.0,6575,33420
DC Super Hero Girls: Hero of the Year,Not Assigned,Anime / Kids,English,72,5.6,2016-08-23,2016-09-06,14,6.0586433260393875,163.21428571428572,2285,13844
JL Ranch (JL Family Ranch),Charles Robert Carner,Hollywood / English,English,100,5.5,2016-08-21,2016-09-05,15,9.019017432646592,42.06666666666667,631,5691
Summer Love,Lynne Stopkewich,Hollywood / English,English,83,6.4,2016-08-20,2016-09-05,16,4.479439809296782,419.5,6712,30066
Summer of Dreams,Mike Rohl,Hollywood / English,English,84,6.1,2016-08-27,2016-09-05,9,7.54778028592927,147.66666666666666,1329,10031
Biriyani,Venkat Prabhu,Tollywood,Tamil,148,5.7,2013-12-20,2016-09-05,990,4.165635951350237,19.6,19404,80830
Yamaho Yama,Jeetendra,Tollywood,Telugu,140,3.9,2012-12-14,2016-09-05,1361,4.707230275149727,8.465099191770756,11521,54232
Kickboxer: Vengeance,John Stockwell,Hollywood / English,"English,Thai",90,4.8,2016-09-02,2016-09-03,1,3.111252717595022,13339.0,13339,41501
The Girl Who Escaped: The Kara Robinson Story,Simone Stock,Hollywood / English,English,88,6.6,2023-02-11,2023-02-15,4,10.09281045751634,191.25,765,7721
Vaathi,Venky Atluri,Tollywood,Hindi,139,8.1,2023-02-17,2023-02-20,3,3.282450170150705,685.6666666666666,2057,6752
Consent,Nadira Amrani,Hollywood / English,English,100,5.5,2023-02-07,2023-02-10,3,11.436507936507937,126.0,378,4323
WWE Smackdown 2023-02-10,Not Assigned,Wrestling,English,100,5.8,2023-02-10,2023-02-13,3,2.690796857463524,594.0,1782,4795
Vacation Home Nightmare,Lindsay Hartley,Hollywood / English,English,100,5.0,2023-01-29,2023-02-16,18,12.465665236051501,25.88888888888889,466,5809
The Inspection,Elegance Bratton,Hollywood / English,English,95,7.1,2022-12-02,2023-02-17,77,12.5491452991453,6.077922077922078,468,5873
Little Dixie,John Swab,Hollywood / English,English,105,4.8,2023-01-28,2023-02-20,23,9.692913385826772,16.565217391304348,381,3693
Who Invited Charlie?,Xavier Manrique,Hollywood / English,English,101,8.8,2023-02-03,2023-02-13,10,25.8,7.5,75,1935
Zoom,Pedro Morelli,Hollywood / English,"English,Portuguese,Spanish",96,6.1,2016-03-31,2016-09-03,156,7.048015364916774,20.025641025641026,3124,22018
Summer of 8,Ryan Schwartz,Hollywood / English,English,88,5.5,2016-09-02,2016-09-03,1,4.968954457985888,15590.0,15590,77466
Antibirth,Danny Perez,Hollywood / English,English,94,4.9,2016-09-02,2016-09-03,1,6.837593984962406,1995.0,1995,13641
The Neon Demon,Nicolas Winding Refn,Hollywood / English,English,117,6.1,2016-06-08,2016-09-02,86,4.554650501989013,61.383720930232556,5279,24044
Kids in Love,Chris Foggin,Hollywood / English,English,87,5.3,2016-08-26,2016-09-02,7,7.2150241212956585,414.57142857142856,2902,20938
Maximum Ride,Jay Martin,Hollywood / English,English,88,3.6,2016-08-30,2016-09-02,3,4.523534558180227,1905.0,5715,25852
XOXO,Christopher Louie,Hollywood / English,English,92,5.3,2016-08-26,2016-09-02,7,6.99456054967077,499.0,3493,24432
The Jungle Book,Jon Favreau,Hollywood / English,"English,Hindi,Bengali,Kannada,Telugu,Tamil,Assamese,Urdu,Oriya,Punjabi,Malayalam,Marathi,Rajasthani,Haryanvi,Nepali",106,7.4,2016-04-15,2016-04-09,-6,2.379129476584022,22687.5,136125,323859
Pan,Joe Wright,Hollywood / English,English,111,5.7,2015-10-09,2015-10-12,3,4.922125181950509,5038.0,15114,74393
In the Heart of the Sea,Ron Howard,Hollywood / English,English,122,6.9,2015-12-11,2015-12-07,-4,3.1223229079305335,12221.75,48887,152641
I Am Not a Serial Killer,Not Assigned,Hollywood / English,English,104,6.2,2016-12-09,2016-09-01,-99,7.006413418845584,40.94949494949495,4054,28404
Big Bad,Opie Cooper,Hollywood / English,English,87,4.4,2016-08-02,2016-09-01,30,4.830045523520486,153.76666666666668,4613,22281
Batman Unlimited: Mech vs. Mutants,Curt Geda,Anime / Kids,English,72,5.9,2016-08-30,2016-09-01,2,4.3310486634681284,1459.0,2918,12638
Blackburn,Lauro Chartrand,Hollywood / English,English,84,3.8,2016-08-02,2016-08-31,29,5.731336334005898,222.17241379310346,6443,36927
Ghost Team,Oliver Irving,Hollywood / English,English,83,4.7,2016-07-21,2016-08-31,41,8.273815720978657,46.853658536585364,1921,15894
The Evil That Men Do,Ramon Térmens,Hollywood / English,"Spanish,English",94,4.7,2016-02-19,2016-08-31,194,6.077037773359841,10.371134020618557,2012,12227
Kingsglaive: Final Fantasy XV,Takeshi Nozue,Anime / Kids,"Japanese,English,Chinese",110,6.7,2016-07-09,2016-08-31,53,5.564526302510408,149.56603773584905,7927,44110
Decommissioned,Timothy Woodward Jr.,Hollywood / English,English,80,3.6,1970-01-01,2016-08-30,17043,4.338955162484575,0.14263920671243327,2431,10548
I Am Potential,Zach Meiners,Hollywood / English,English,94,5.9,2015-07-09,2016-08-30,418,11.001774622892635,2.6961722488038276,1127,12399
Dilliwaali Zaalim Girlfriend,Japinder Kaur Baweja,Bollywood / Indian,Hindi,121,3.7,2015-03-20,2015-03-21,1,3.113921140360961,52194.0,52194,162528
The Nut Job,Peter Lepeniotis,Anime / Kids,"Dutch,English",85,5.7,2014-01-24,2014-01-24,0,2.5446647501479664,47308.0,47308,120383
Honey 3: Dare to Dance,Bille Woodruff,Hollywood / English,English,97,5.2,2016-09-06,2016-08-29,-8,7.457820738137083,569.0,4552,33948
I Know Where Lizzie Is,Darin Scott,Hollywood / English,English,87,4.8,2016-04-10,2016-08-29,141,7.023045267489712,17.23404255319149,2430,17066
The Sea of Trees,Gus Van Sant,Hollywood / English,"English,Japanese",110,6.1,2016-08-26,2016-08-27,1,8.1306266548985,2266.0,2266,18424
Girls for Sale,Not Assigned,Hollywood / English,English,84,4.3,1970-01-01,2016-08-29,17042,5.251044896858568,0.43521887102452766,7417,38947
The Dead Room,Jason Stutter,Hollywood / English,English,80,4.8,2015-10-31,2016-04-12,164,4.6768281279221995,32.603658536585364,5347,25007
Pacific Standard Time (Blood in the Water),"Ben Cummings, Orson Cummings",Hollywood / English,English,91,4.3,2016-08-26,2016-08-27,1,5.402326082274391,4643.0,4643,25083
The Intervention,Clea DuVall,Hollywood / English,English,90,6.0,2016-08-26,2016-08-27,1,7.326502732240437,1464.0,1464,10726
Ace the Case,Kevin Kaufman,Hollywood / English,English,94,4.1,2016-08-26,2016-08-27,1,10.452,750.0,750,7839
Killing Salazar,Keoni Waxman,Hollywood / English,English,95,3.8,2016-05-19,2016-08-27,100,3.942997685185185,34.56,3456,13627
Hard Target 2,Roel Reiné,Hollywood / English,English,104,5.2,2016-09-06,2016-08-26,-11,3.5647448641484427,1371.8181818181818,15090,53792
Genius,Michael Grandage,Hollywood / English,"English,Spanish",104,6.5,2016-06-10,2016-08-26,77,11.038028169014085,27.662337662337663,2130,23511
Black Road,Not Assigned,Hollywood / English,English,80,4.0,2016-01-28,2016-08-26,211,6.396143029329048,11.796208530805687,2489,15920
Body,"Dan Berk, Robert Olsen",Hollywood / English,English,75,5.2,2015-12-11,2016-08-26,259,6.817610062893082,8.594594594594595,2226,15176
Dhanak,Nagesh Kukunoor,Bollywood / Indian,"Hindi,Rajasthani,English",106,7.8,2016-06-17,2016-06-25,8,2.871429789410862,2932.25,23458,67358
Alleycats,Ian Bonhôte,Hollywood / English,English,101,4.8,2016-06-23,2016-08-25,63,6.357734806629834,45.96825396825397,2896,18412
The Girl Who Escaped: The Kara Robinson Story,Simone Stock,Hollywood / English,English,88,6.6,2023-02-11,2023-02-15,4,10.094117647058823,191.25,765,7722
Vaathi,Venky Atluri,Tollywood,Hindi,139,8.1,2023-02-17,2023-02-20,3,3.2843947496353914,685.6666666666666,2057,6756
Consent,Nadira Amrani,Hollywood / English,English,100,5.5,2023-02-07,2023-02-10,3,11.43915343915344,126.0,378,4324
WWE Smackdown 2023-02-10,Not Assigned,Wrestling,English,100,5.8,2023-02-10,2023-02-13,3,2.691358024691358,594.0,1782,4796
Vacation Home Nightmare,Lindsay Hartley,Hollywood / English,English,100,5.0,2023-01-29,2023-02-16,18,12.467811158798284,25.88888888888889,466,5810
The Inspection,Elegance Bratton,Hollywood / English,English,95,7.1,2022-12-02,2023-02-17,77,12.551282051282051,6.077922077922078,468,5874
Little Dixie,John Swab,Hollywood / English,English,105,4.8,2023-01-28,2023-02-20,23,9.703412073490814,16.565217391304348,381,3697
Who Invited Charlie?,Xavier Manrique,Hollywood / English,English,101,8.8,2023-02-03,2023-02-13,10,25.813333333333333,7.5,75,1936
Beyond the Call of Duty,Aleksandar Ivicic,Hollywood / English,English,95,1.9,1970-01-01,2016-08-25,17038,4.379491673970201,0.46877567789646674,7987,34979
Maggie's Plan,Rebecca Miller,Hollywood / English,"English,Danish",98,6.2,2016-04-27,2016-08-25,120,7.259771986970684,10.233333333333333,1228,8915
Emeryville (The Emeryville Experiments),Pritesh Chheda,Hollywood / English,"English,English",83,5.1,2016-08-20,2016-08-25,5,4.773455377574371,611.8,3059,14602
Wiener-Dog,Todd Solondz,Hollywood / English,English,88,5.9,2016-06-24,2016-08-25,62,11.71646859083192,9.5,589,6901
Grand Auto Theft: L.A.,Jeff Leroy,Hollywood / English,English,82,3.0,2014-10-01,2016-08-25,694,5.053717472118959,7.752161383285302,5380,27189
Sultan,Ali Abbas Zafar,Bollywood / Indian,"Hindi,English,Haryanvi",170,7.0,2016-07-06,2016-07-07,1,2.0514782028797782,311899.0,311899,639854
Mitti Na Pharol Jogiya,Avtar Singh,Punjabi,Panjabi,100,6.5,2015-05-08,2016-08-25,475,7.593470896211888,6.83578947368421,3247,24656
Dawat E Shaadi,Not Assigned,Bollywood / Indian,Hindi,100,5.8,1970-01-01,2016-08-24,17037,6.61680277159119,0.47437929212889596,8082,53477
Gods of Egypt,Alex Proyas,Hollywood / English,English,127,5.4,2016-02-26,2016-03-01,4,2.6726068605808275,21856.75,87427,233658
Neighbors 2: Sorority Rising,Nicholas Stoller,Hollywood / English,English,92,5.7,2016-05-20,2016-05-21,1,3.8409397482014387,17792.0,17792,68338
The Darkness,Greg Mclean,Hollywood / English,English,92,4.4,2016-05-13,2016-05-28,15,4.8214074512123,338.2,5073,24459
Popstar: Never Stop Never Stopping,"Akiva Schaffer, Jorma Taccone",Hollywood / English,English,87,6.7,2016-06-03,2016-06-18,15,8.08371246587807,146.53333333333333,2198,17768
Aambala,Sundar C.,Tollywood,Tamil,146,4.5,2015-01-15,2016-08-23,586,3.688035439701252,46.610921501706486,27314,100735
Junooniyat,Vivek Agnihotri,Bollywood / Indian,Hindi,155,4.1,2016-06-24,2016-06-25,1,2.414889225264896,79937.0,79937,193039
Take Down (Billionaire Ransom),Not Assigned,Hollywood / English,English,107,5.5,2016-05-05,2016-08-22,109,5.383947185545518,26.40366972477064,2878,15495
2 Jennifer,Hunter Johnson,Hollywood / English,English,84,2.7,2016-06-03,2016-08-22,80,4.820702504246808,228.1125,18249,87973
Marguerite,Xavier Giannoli,Hollywood / English,"English,Italian,French",129,7.0,2015-09-16,2016-08-22,341,14.791147994467497,2.1202346041055717,723,10694
Imperium,Daniel Ragussis,Hollywood / English,English,109,6.5,2016-08-19,2016-08-20,1,5.458259325044405,4504.0,4504,24584
Morris from America,Chad Hartigan,Hollywood / English,"German,English",91,6.2,2016-08-19,2016-08-20,1,7.44985394352483,1027.0,1027,7651
Spaceman,Brett Rapkin,Hollywood / English,English,90,5.4,2016-08-19,2016-08-20,1,14.211332312404288,653.0,653,9280
Parched,Leena Yadav,Bollywood / Indian,Hindi,116,7.5,2016-06-17,2016-08-20,64,3.835548020527859,341.0,21824,83707
Ardaas,Gippy Grewal,Punjabi,Punjabi,135,8.3,2016-03-11,2016-03-21,10,4.8083645443196,961.2,9612,46218
American Conjuring,"Dan Walton, Dan Zachary",Hollywood / English,English,86,2.4,2016-04-11,2016-08-19,130,5.283231412938526,71.7,9321,49245
Krisha,Trey Edward Shults,Hollywood / English,English,83,7.2,2016-03-18,2016-08-19,154,14.289222373806275,4.759740259740259,733,10474
Sole Proprietor,Dan Eberle,Hollywood / English,English,91,4.0,2016-08-12,2016-08-19,7,5.894574599260173,231.71428571428572,1622,9561
Airplane vs. Volcano,Not Assigned,Hollywood / English,English,91,2.5,2014-03-28,2016-08-19,875,3.1022168775488863,21.858285714285714,19126,59333
Through the Eye (The Colombian Connection),Julian Higgins,Hollywood / English,"English,Spanish",100,3.7,1970-01-01,2016-08-19,17032,3.5642207208966297,1.5034640676373885,25607,91269
Housefull 3,"Sajid, Farhad",Bollywood / Indian,Hindi,140,4.9,2016-06-03,2016-06-04,1,1.9950770007573846,166362.0,166362,331905
